Column1,DIRECTORIO,DIRECTORIO_HOG,DIRECTORIO_PER,NVCAP99,DPTOMPIO,FEX_C,LOCALIDAD_TEX,COD_UPZ,CODLOCALIDAD,NVCBP1,NVCBP2,NVCBP3,NVCBP4,NVCBP5,NVCBP6,NVCBP7,NVCBP8A,NVCBP8B,NVCBP8C,NVCBP8E,NVCBP8F,NVCBP10,NVCBP11AA,NVCBP11DA,NVCBP13,NVCBP14A,NVCBP14C,NVCBP14D,NVCBP14E,NVCBP14F,NVCBP14G,NVCBP14I,NVCBP14K,NVCBP15A,NVCBP15C,NVCBP15D,NVCBP15E,NVCBP15F,NVCBP15G,NVCBP15H,NHCCP1,NHCCP2,NHCCP3,NHCCP5,NHCCP6,NHCCP7,NHCCP9,NHCCP10,NHCCP11,NHCCP12,NHCCP14,NHCCP14A,NHCCP15A,NHCCPCTRL2,NHCCP19,NHCCP20,NHCCP20A,NHCCP24,NHCCP26,NHCCP26A,NHCCP28A,NHCCP29A,NHCCP32,NHCCP35A,NHCCP38,NHCCP393,NHCCP39C,NHCCP39D,NHCCP39E,NHCCP39F,NHCCP39G,NHCCP399,NHCCP40A,NHCCP40D,NHCCP40E,NHCCP40F,NHCCP40G,NHCCP40H,NHCCP40I,NHCCP40J,NHCCP40K,NHCCP40L,NHCCP41,NHCCP41A,NHCCP41B,NHCCP42,NHCCP42A,NHCCP42CB,NHCCP44,NHCCP44B,NHCCP45,NHCCP45A,NHCCP45B,NHCCP46A,NHCCP46B,NHCCP46C,NHCCP46D,NHCCP46E,NHCCP46F,NHCCP46G,NHCCP46H,NHCCP46I,NHCCP46J,NHCCP46K,NHCCP46L,NHCCP46M,NHCDP1,NHCDP2,NHCDP2A,NHCDP2B,NHCDP3,NHCDP4,NHCDP4A,NHCDP4B,NHCDP5,NHCDP6,NHCDP6A,NHCDP6B,NHCDP7,NHCDP7A,NHCDP10,NHCDP10A,NHCDP11,NHCDP11B,NHCDP13,NHCDP15,NHCDP17,NHCDP17A,NHCDP18,NHCDP18B,NHCDP20,NHCDP21,NHCDP23,NHCDP23B,NHCDP24,NHCDP25,NHCDP25A,NHCDP26,NHCDP26A,NHCDP27,NHCDP27B,NHCDP29,NHCDP29B,NHCDP30A,NHCDP30B,NHCDP31,NHCDP32,NHCDP32B,ORDEN.E,NPCEP4,NPCEP5,NPCEP6,NPCEP7,NPCEP8A,NPCEP9,NPCEP9A,NPCEP9B,NPCEP10,NPCEP11A,NPCEP11AA,NPCEP11AB,NPCEP11AC,NPCEP11,NPCEP13,NPCEP13A,NPCEP13B,NPCEP13C,NPCEP15,NPCEP16A1,NPCEP16AA,NPCEP16AB,NPCEP16B1,NPCEP18,NPCEP19,NPCEP21,NPCEP21A,NPCEP22,NPCEP22A,NPCEP24,NPCEP24A,NPCEP25,NPCEP25A,NPCEP26,NPCEP5A,ORDEN.F,NPCFP2,NPCFP3,NPCFP5,NPCFP7,NPCFP8,NPCFP8A,NPCFP9,NPCFP11,NPCFP11A,NPCFP12,NPCFP14A,NPCFP14B,NPCFP14D,NPCFP14E,NPCFP14J,NPCFP15,NPCFP16,NPCFP18,NPCFP19,NPCFP20,NPCFP22,NPCFP23,NPCFP24,NPCFP24A,NPCFP24B,NPCFP26,NPCFP26A,NPCFP27,NPCFP29,NPCFP30,NPCFP32,NPCFP33A,NPCFP33AA,NPCFP33B,NPCFP33BA,NPCFP33C,NPCFP33CA,NPCFP33DA,NPCFP33E,NPCFP33EA,NPCFP33FA,NPCFP34,NPCFP35A,NPCFP35AA,NPCFP35BA,NPCFP36,NPCFP37,NPCFP39,NPCFP39A,NPCFP40A,NPCFP40B,NPCFP40C,NPCFP40D,NPCFP40E,NPCFP40F,NPCFP40,NPCFP42,NPCFP43A,NPCFP44,NPCFP45,ORDEN.G,ORDEN.H,NPCHP2,NPCHP3,NPCHP4,NPCHP4A,NPCHP5,NPCHP6,NPCHP6A,NPCHP7,NPCHP10,NPCHP10A,NPCHP11,NPCHP11A,NPCHP12,NPCHP13A,NPCHP13B,NPCHP14,NPCHP15A,NPCHP15B,NPCHP16,NPCHP17,NPCHP19B,NPCHP20,NPCHP20A,NPCHP20B,NPCHP21A,NPCHP21AA,NPCHP21B,NPCHP21BA,NPCHP21CA,NPCHP22,NPCHP22A,NPCHP23,NPCHP23A,NPCHP24AA,NPCHP24AB,NPCHP24BA,NPCHP24BB,NPCHP28A,NPCHP28B,NPCHP31AA,NPCHP31AB,NPCHP31BA,NPCHP31BB,NPCHP31CA,NPCHP31CB,NPCHP31DA,NPCHP31DB,NPCHP31EA,NPCHP31EB,NPCHP31FA,NPCHP31FB,NPCHP32,NPCHP32A,NPCHP33,NPCHP34,NPCHP34A,NPCHP35A,NPCHP35C,NPCHP35E,NPCHP35I
1984,160893,1608931,16089311,28OCT2017:00:00:00,11001,49.482.697.984,ENGATIVA,26.0,10.0,4,1.0,1,2,1,3,,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,,,,,,,750000,1,,3,,,3,5,3,3,,2.0,,,,1.0,1.0,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,1,1.0,0.0,1.0,1.0,,2,,1,2.0,2.0,20.0,3.0,3,99,2,5,5,5,10,20,20,10,5,2,,,,2,,,,2,,,,,,,,,,2.0,1,,,,,1.0,1,30000,2.0,2,1,3.0,2,,1,2.0,80000,2.0,,,1.0,90000,2.0,1,48,2,1,4.0,,3,8.0,8001.0,1.0,2,8.0,8001.0,,2,2.0,,,,,1.0,,,,,,3,,6.0,,2,,2.0,,1.0,2,1,1.0,,"2,00E+05",2.0,3.0,5.0,45.0,,,2,1,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,50000,1,"5,00E+05",,2.0,,,,1.0,2.0,,1.0,2.0,2.0,1.0,,25.0,,,,1.0,2.0,,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,5.0,1.0,1.0,40.0,16.0,,,3.0,1.0,5.0,1.0,,,,,,2.0,2.0,1.0,2.0
1985,160909,1609091,16090912,20OCT2017:00:00:00,11001,42.530.757.458,BARRIOS UNIDOS,98.0,12.0,2,2.0,1,2,2,2,,2,1,2,2,2,1,3.0,3.0,4,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,5,,,,,,1800000,,2,1.0,3,,,4,7,2,2,,2.0,,,,2.0,2.0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,,,,,,2,,1,2.0,0.0,3.0,7.0,5,7,6,5,8,7,9,8,6,7,8,1,123000,2.0,2.0,1,25000,2.0,2.0,1,35000,2.0,2.0,2.0,,2.0,,99000,2.0,2.0,1,2.0,,29000.0,2.0,1.0,1,45000,2.0,2,1,2.0,1,1.0,1,1.0,99000,2.0,,,1.0,87000,2.0,2,31,2,2,2.0,1.0,2,,,2.0,1,,,,1,,,,,,2.0,1.0,8.0,4.0,,,2,,4.0,,2,,4.0,,1.0,2,2,1.0,,12000,1.0,2.0,,40.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,1,7000,,1,0,,7000,2,,,2.0,,,,1.0,,,2.0,2.0,1.0,1.0,,25.0,,,,2.0,2.0,3.0,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,3.0,40.0,18.0,,,4.0,1.0,2.0,3.0,,,,,,2.0,1.0,2.0,2.0
1986,160931,1609311,16093112,21OCT2017:00:00:00,11001,34.575.584.004,ANTONIO NARIÑO,38.0,15.0,4,1.0,1,2,1,2,,2,2,1,2,2,2,3.0,3.0,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,,1.0,2.6e+08,1948.0,,"5,00E+06",,2,1.0,3,,,12,5,4,4,,2.0,,,,1.0,1.0,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,,,,,,1,1.0,1,2.0,0.0,2.0,3.0,1,40,15,10,10,20,12,30,30,15,30,1,55950,2.0,1.0,1,26162,2.0,1.0,1,52960,2.0,1.0,2.0,,2.0,,120000,2.0,2.0,1,2.0,,25000.0,2.0,1.0,1,50000,2.0,2,2,,2,,2,,,,,,1.0,38000,2.0,2,78,2,2,6.0,1.0,3,68.0,68001.0,1.0,2,68.0,68001.0,,1,,,,,,1.0,,,,,,3,,99.0,,3,,99.0,,1.0,2,2,3.0,,,2.0,2.0,,20.0,,,3,1,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,1,0,2,,,1,0,,0,1,"5,00E+06",,4.0,1.0,,,2.0,2.0,,1.0,2.0,1.0,,,,,,,2.0,2.0,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,0.0,0.0,40.0,18.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
1987,160943,1609431,16094311,24OCT2017:00:00:00,11001,14.566.867.017,ANTONIO NARIÑO,38.0,15.0,4,2.0,1,2,1,1,,2,2,2,2,2,2,3.0,3.0,4,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,3,,,,,,,"6,00E+05",2,2.0,3,,,2,2,2,1,,2.0,,,,1.0,1.0,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,,,,,,2,,2,,,30.0,16.0,39,60,15,5,4,29,17,38,15,10,26,1,38072,2.0,1.0,1,35188,2.0,1.0,1,22700,2.0,1.0,2.0,,2.0,,36670,1.0,2.0,1,2.0,,25360.0,1.0,2.0,1,49000,1.0,2,2,,2,,1,2.0,71000,1.0,,,2.0,,,1,89,2,1,3.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,3,,4.0,,3,,4.0,,1.0,2,1,1.0,,70000,1.0,4.0,3.0,30.0,,,3,2,2,2,1,2,1,1,0.0,3.0,3.0,1.0,2.0,1.0,2.0,,2,,,,2,,1,2800,1,2800,2,,0,1,2800,2800.0,2800,2,,,4.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,1.0,2.0,,5.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,16.0,0.0,1.0,37.0,16.0,,,0.0,0.0,1.0,2.0,,,,,,2.0,2.0,2.0,2.0
1988,161065,1610651,16106512,26OCT2017:00:00:00,11001,5.115.635.849,USME,52.0,5.0,3,1.0,2,2,1,2,,2,2,2,2,2,2,1.0,3.0,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,,,,,,,250000,2,3.0,3,,,3,1,1,1,,2.0,,,,3.0,1.0,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,,,,,,2,,2,,,15.0,10.0,10,120,10,3,10,45,15,90,90,90,15,1,8000,2.0,2.0,1,8000,2.0,2.0,1,4000,2.0,2.0,1.0,3.0,1.0,3.0,18000,2.0,2.0,1,1.0,3.0,16000.0,2.0,1.0,2,,,2,2,,2,,2,,,,,,1.0,23000,1.0,2,20,2,2,2.0,1.0,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,3.0,3.0,2,,3.0,3.0,1.0,2,2,3.0,,,2.0,3.0,5.0,30.0,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,2.0,,,1.0,,,1.0,2.0,1.0,1.0,,17.0,1.0,1.0,,2.0,2.0,8.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,12.0,3.0,3.0,40.0,20.0,,,0.0,3.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
1989,161135,1611351,16113514,25OCT2017:00:00:00,11001,39.795.644.534,KENNEDY,78.0,8.0,2,1.0,1,1,1,6,2.0,2,2,2,2,2,2,2.0,3.0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,,,,,,,470000,2,3.0,2,,,4,5,3,3,,2.0,,,,1.0,1.0,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,,,,,,1,0.0,2,,,5.0,5.0,20,40,5,5,5,20,20,20,20,10,30,1,80000,2.0,2.0,1,98,,,1,98,,,2.0,,2.0,,30000,2.0,2.0,1,2.0,,7000.0,2.0,2.0,2,,,2,2,,2,,2,,,,,,1.0,20000,2.0,4,1,1,3,,,2,,,1.0,1,,,,1,,,,,,,,,,,,1,1.0,,,1,2.0,,,,1,4,1.0,,,2.0,2.0,,60.0,,,3,2,1,2,2,1,1,1,15.0,1.0,2.0,,,,,,1,2.0,"2,00E+05",2.0,1,1.0,2,,2,,2,,,2,,,30000,2,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,161142,1611421,16114215,26OCT2017:00:00:00,11001,53.575.301.123,KENNEDY,78.0,8.0,2,1.0,1,1,1,4,2.0,2,2,2,2,2,1,2.0,3.0,4,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,,1.0,1.2e+08,2009.0,,650000,,2,2.0,1,37000,,7,7,5,5,,2.0,,,,4.0,4.0,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,,,,,,2,,2,,,5.0,5.0,10,20,5,5,5,30,20,20,10,10,40,1,80000,2.0,2.0,1,98,,,1,98,,,2.0,,2.0,,60000,2.0,2.0,1,2.0,,20000.0,2.0,2.0,1,70000,2.0,2,2,,2,,1,2.0,98,,,,1.0,20000,2.0,5,4,2,3,,,2,,,1.0,1,,,,1,,,,,,,,,,,,1,2.0,,,1,1.0,,,,2,5,1.0,,,2.0,2.0,,40.0,,,2,2,2,2,2,1,1,2,,,,,,,,,2,,,,1,1.0,2,,2,,2,,,2,,,20000,2,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,161161,1611612,16116121,25OCT2017:00:00:00,11001,25.637.241.135,BOSA,86.0,7.0,2,1.0,1,2,1,2,,2,2,2,2,2,2,1.0,3.0,6,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,3,,,,,,,350000,2,4.0,3,,,3,2,1,1,,2.0,,,,1.0,1.0,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,,,,,,2,,2,,,120.0,80.0,13,80,99,12,14,45,60,90,99,15,99,2,,,,2,,,,2,,,,,,,,,,2.0,1,,,,,2.0,2,,,2,2,,2,,2,,,,,,2.0,,,1,64,1,1,4.0,,3,68.0,68320.0,1.0,2,68.0,68320.0,,1,,,,,,1.0,,,,,,2,,1.0,1.0,2,,1.0,2.0,2.0,1,1,,,,,,,,,,4,1,2,1,2,1,3,2,,,,1.0,1.0,1.0,2.0,,1,2.0,"2,00E+06",3.0,1,,2,,1,60000,2,,,1,"1,00E+05",,"5,00E+05",2,,"8,00E+05",4.0,1.0,,,,,1.0,1.0,2.0,1.0,,,,,,,1.0,2.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,0.0,20.0,12.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
1992,161209,1612091,16120912,26OCT2017:00:00:00,11001,70.773.774.016,KENNEDY,48.0,8.0,4,1.0,1,2,1,3,,2,2,2,2,2,2,2.0,3.0,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,3,,,,,,,450000,1,,3,,,4,3,2,1,,2.0,,,,1.0,1.0,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,,,,,,2,,1,1.0,1.0,15.0,25.0,10,15,5,2,2,15,5,60,25,5,5,1,70000,2.0,2.0,1,70000,2.0,2.0,1,40000,2.0,2.0,1.0,3.0,1.0,3.0,85000,2.0,2.0,1,1.0,3.0,10000.0,2.0,2.0,2,,,2,2,,2,,2,,,,,,2.0,,,2,26,2,2,2.0,1.0,3,17.0,17001.0,2.0,2,17.0,17001.0,,1,,,,,,1.0,,,,,,3,,10.0,,2,,1.0,4.0,1.0,2,2,,6.0,,,,,,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,3.0,,,2.0,,,1.0,2.0,2.0,1.0,,21.0,1.0,2.0,,2.0,2.0,6.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10.0,5.0,2.0,40.0,16.0,,,0.0,5.0,0.0,0.0,,,,,,1.0,1.0,1.0,2.0
1993,161219,1612191,16121913,30OCT2017:00:00:00,11001,61.187.982.189,BOSA,85.0,7.0,4,1.0,1,2,1,2,,2,1,2,2,1,1,2.0,3.0,4,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,,1.0,"3,00E+08",1972.0,,"8,00E+05",,2,1.0,3,,,3,3,2,2,,2.0,,,,1.0,1.0,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,,,,,,2,,1,1.0,0.0,10.0,10.0,5,20,15,5,10,10,20,20,20,10,45,1,50000,2.0,2.0,1,50000,2.0,2.0,1,30000,2.0,2.0,2.0,,2.0,,30000,2.0,2.0,1,2.0,,12000.0,2.0,1.0,2,,,2,2,,2,,2,,,,,,1.0,20000,2.0,3,86,2,5,3.0,,3,15.0,15599.0,2.0,2,15.0,15599.0,,2,2.0,,,,,1.0,,,,,,3,,10.0,,3,,10.0,,1.0,2,3,1.0,,92000,2.0,2.0,,30.0,,,4,1,1,1,1,2,1,2,,,,1.0,1.0,1.0,1.0,,1,1.0,0,2.0,2,,1,0,1,0,2,,,1,0,,170000,2,,,4.0,1.0,,,2.0,2.0,,1.0,2.0,1.0,,,,,,,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,0.0,0.0,48.0,8.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
1994,161250,1612501,16125014,10OCT2017:00:00:00,11001,32.059.934.447,FONTIBON,75.0,9.0,4,1.0,1,1,1,5,2.0,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,,1.0,2.5e+08,2005.0,,850000,,1,,1,130000,,4,4,3,3,,2.0,,,,1.0,1.0,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,1.0,0.0,2.0,,,2,,1,1.0,0.0,5.0,5.0,5,45,2,2,5,5,20,90,30,3,15,1,81014,2.0,1.0,1,82908,2.0,1.0,1,15220,2.0,1.0,2.0,,2.0,,72430,1.0,2.0,1,2.0,,9620.0,1.0,1.0,1,68084,1.0,2,1,1.0,1,1.0,1,1.0,68084,1.0,,,1.0,54268,1.0,4,13,2,4,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,6.0,,1,3.0,,,,2,4,1.0,,,1.0,2.0,,60.0,50000,4.0,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,2,,1,10900,2,,2,,,2,,,0,2,,,2.0,,,,,,,,,,2.0,,,,,,4.0,1.0,,,,,3.0,7.0,,1.0,110000,2.0,,2.0,,,9.0,,"3,11279E+11",,1.0,5.0,2.0,,,1.0,250000,1.0,"1,00E+05",30000,1.0,50000,1.0,10000,,,,,,,15.0,1.0,15.0,8.0,35.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,,,,,,,
1995,161259,1612591,16125911,18OCT2017:00:00:00,11001,32.059.934.447,FONTIBON,75.0,9.0,4,1.0,1,2,1,1,,1,1,1,2,1,1,3.0,2.0,4,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,,1.0,"2,00E+08",1970.0,,"1,00E+06",,1,,3,,,1,4,1,1,,2.0,,,,1.0,1.0,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,,,,,,2,,2,,,30.0,15.0,10,99,15,10,10,50,15,30,20,15,30,1,22459,2.0,1.0,1,17955,2.0,1.0,1,23360,2.0,1.0,2.0,,2.0,,27615,1.0,2.0,1,2.0,,32600.0,1.0,2.0,1,45000,2.0,2,2,,2,,2,,,,1.0,2.0,,,,1,76,2,1,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,3,,99.0,,3,,10.0,,1.0,2,1,1.0,,,2.0,3.0,5.0,60.0,,,4,1,1,1,1,1,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,1.0,1.0,6.0,2.0,2.0,,1.0,2.0,1.0,,,,,,,1.0,2.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,4.0,0.0,0.0,20.0,8.0,,,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,1.0
1996,161269,1612691,16126912,21OCT2017:00:00:00,11001,74.965.340.693,FONTIBON,75.0,9.0,4,2.0,1,1,1,5,2.0,1,2,2,2,2,2,3.0,3.0,4,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,,,,,,,650000,1,,1,60000,,5,4,3,3,,2.0,,,,1.0,1.0,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2,,,,,,2,,2,,,20.0,3.0,3,10,1,5,5,5,5,15,3,30,5,1,43931,2.0,1.0,1,41661,2.0,1.0,1,23360,2.0,1.0,2.0,,2.0,,49762,1.0,1.0,1,2.0,,21810.0,1.0,1.0,1,30000,2.0,1,1,1.0,2,,1,2.0,30000,2.0,,,1.0,62000,2.0,2,40,2,2,2.0,1.0,3,47.0,47555.0,1.0,1,,,,1,,,,,,1.0,,,,,,2,,2.0,,2,,2.0,,1.0,2,2,1.0,,,2.0,3.0,5.0,25.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,15000,2,,,4.0,3.0,,,1.0,2.0,,1.0,2.0,2.0,1.0,,23.0,,,,2.0,2.0,,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,30.0,12.0,,,0.0,1.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
1997,161283,1612831,16128311,25OCT2017:00:00:00,11001,56.625.255.444,FONTIBON,75.0,9.0,4,1.0,1,2,1,2,,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,,,,,,,450000,2,4.0,3,,,1,2,1,1,,2.0,,,,1.0,1.0,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,,,,,,2,,2,,,3.0,3.0,40,30,10,10,10,10,10,40,40,5,10,1,25000,2.0,2.0,1,25000,2.0,2.0,1,35000,2.0,2.0,1.0,2.0,1.0,2.0,17000,2.0,2.0,1,1.0,2.0,26000.0,2.0,1.0,2,,,1,2,,2,,2,,,,1.0,2.0,,,,1,25,2,1,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,2.0,,2,,2.0,,1.0,2,1,3.0,,,2.0,2.0,,10.0,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,1,1.0,2,,1,350000,2,,,1,350000,,0,2,,,4.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,,,,,5.0,1.0,1.0,,,,,2.0,,,,,,,,15.0,2.0,,,2.0,,2.0,,,2.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
1998,161288,1612881,16128814,26OCT2017:00:00:00,11001,32.059.934.447,FONTIBON,75.0,9.0,4,1.0,1,1,1,2,,2,2,2,2,2,1,3.0,3.0,4,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,,1.0,1.5e+08,1979.0,,"8,00E+05",,2,1.0,1,180000,,4,5,3,3,,2.0,,,,2.0,1.0,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1.0,0.0,1.0,1.0,,2,,1,1.0,0.0,3.0,3.0,4,25,5,5,5,20,25,15,15,10,20,1,47900,2.0,1.0,1,45100,2.0,1.0,1,23360,2.0,1.0,2.0,,2.0,,143500,1.0,2.0,1,2.0,,73000.0,1.0,1.0,1,67000,2.0,1,1,2.0,2,,1,2.0,67000,2.0,,,1.0,67000,2.0,4,92,2,6,3.0,,3,5.0,5001.0,1.0,1,,,,1,,,,,,1.0,,,,,,3,,1.0,2.0,3,,1.0,2.0,1.0,2,4,1.0,,,1.0,4.0,1.0,20.0,,,3,1,1,2,2,1,1,2,,,,,,,,,2,,,,2,,1,2900,1,2900,2,,,2,,,0,2,,,4.0,1.0,,,2.0,2.0,,1.0,2.0,1.0,,,,,,,4.0,2.0,,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,0.0,0.0,25.0,10.0,,,0.0,0.0,4.0,2.0,,,,,,2.0,2.0,2.0,2.0
1999,161297,1612971,16129714,29OCT2017:00:00:00,11001,74.704.859.411,FONTIBON,75.0,9.0,4,1.0,1,1,2,5,2.0,2,2,2,2,2,2,3.0,2.0,4,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,,1.0,150000,2006.0,,"1,00E+06",,2,4.0,1,118000,,4,3,2,2,,2.0,,,,2.0,2.0,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1.0,0.0,1.0,1.0,,1,0.0,1,3.0,0.0,4.0,5.0,4,20,3,5,5,5,30,20,20,10,30,1,105000,2.0,1.0,1,109000,2.0,1.0,1,16660,2.0,1.0,2.0,,2.0,,64220,1.0,2.0,1,2.0,,22170.0,1.0,1.0,1,63000,1.0,1,2,,1,1.0,1,2.0,63000,1.0,,,1.0,63000,1.0,4,16,1,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,1.0,,,1,2.0,,,,1,4,1.0,,,2.0,1.0,,30.0,170000,1.0,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,1,"4,00E+05",,1.0,,,,,,,1.0,2.0,2.0,,,,2.0,,,4.0,1.0,,,,,3.0,9.0,,1.0,392000,2.0,,2.0,,,10.0,,"3,11001E+11",,1.0,25.0,2.0,,,1.0,750000,1.0,1500000,,2.0,,2.0,,,,,,,,5.0,2.0,5.0,1.0,36.0,12.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,1.0,,,,,,,
