,MPIO,COD_LOCALIDAD,NOMBRE_LOCALIDAD,NPCEP17,NPCEP4,NPCEP5,NVCBP8B,NVCBP8H,NVCBP11AA
4885,11001,13.0,Teusaquillo,6,72,2,2,2,4.0
4886,11001,18.0,Rafael Uribe Uribe,6,49,1,1,1,2.0
4887,11001,18.0,Rafael Uribe Uribe,6,28,2,1,1,2.0
4888,11001,9.0,Fontibon,6,81,1,2,2,4.0
4889,11001,9.0,Fontibon,6,81,1,2,2,4.0
4890,11001,10.0,Engativa,1,86,2,2,2,3.0
4891,11001,14.0,Los Martires,6,56,1,2,2,3.0
4892,11001,14.0,Los Martires,6,58,2,1,2,3.0
4893,11001,13.0,Teusaquillo,6,22,2,2,2,4.0
4894,11001,4.0,San Cristobal,6,76,2,1,1,2.0
4895,11001,4.0,San Cristobal,6,62,2,2,2,2.0
4896,11001,4.0,San Cristobal,6,49,2,2,2,2.0
4897,11001,4.0,San Cristobal,6,33,2,2,2,2.0
4898,11001,4.0,San Cristobal,6,71,2,1,2,2.0
4899,11001,4.0,San Cristobal,6,50,2,1,2,2.0
4900,11001,4.0,San Cristobal,6,56,2,1,2,2.0
4901,11001,4.0,San Cristobal,6,67,1,2,2,2.0
4902,11001,4.0,San Cristobal,6,10,2,1,9,2.0
4903,11001,4.0,San Cristobal,6,44,1,1,1,1.0
4904,11001,4.0,San Cristobal,6,58,2,1,2,2.0
4905,11001,4.0,San Cristobal,6,83,2,1,2,2.0
4906,11001,4.0,San Cristobal,6,58,1,2,2,2.0
4907,11001,4.0,San Cristobal,6,63,2,2,2,2.0
4908,11001,10.0,Engativa,6,15,2,2,2,2.0
4909,11001,11.0,Suba,6,65,2,2,2,4.0
4910,11001,11.0,Suba,6,69,1,2,2,4.0
4911,11001,13.0,Teusaquillo,6,49,1,2,2,4.0
4912,11001,11.0,Suba,6,34,1,2,2,2.0
4913,11001,11.0,Suba,6,15,1,2,2,2.0
4914,11001,17.0,La Candelaria,6,64,2,1,2,2.0
4915,11001,17.0,La Candelaria,6,6,2,2,2,2.0
4916,11001,10.0,Engativa,6,67,1,2,2,2.0
4917,11001,10.0,Engativa,6,27,2,2,2,2.0
4918,11001,1.0,Usaquen,6,23,2,2,2,3.0
4919,11001,7.0,Bosa,6,69,2,2,2,1.0
4920,11001,16.0,Puente Aranda,6,57,2,2,2,3.0
4921,11001,9.0,Fontibon,6,32,2,2,2,4.0
4922,11001,1.0,Usaquen,6,83,2,2,2,6.0
4923,11001,8.0,Kennedy,6,30,1,2,2,2.0
4924,11001,8.0,Kennedy,6,67,2,2,2,2.0
4925,11001,8.0,Kennedy,6,2,1,2,2,2.0
4926,11001,8.0,Kennedy,6,61,2,1,2,2.0
4927,11001,5.0,Usme,6,69,1,2,2,2.0
4928,11001,1.0,Usaquen,6,63,1,2,2,4.0
4929,11001,1.0,Usaquen,6,81,2,2,2,3.0
4930,11001,8.0,Kennedy,6,2,1,2,2,3.0
4931,11001,15.0,Antonio Nariño,6,32,2,2,2,2.0
4932,11001,19.0,Ciudad Bolivar,6,69,2,2,2,3.0
4933,11001,10.0,Engativa,6,37,2,1,2,3.0
4934,11001,14.0,Los Martires,6,60,2,2,2,3.0
4935,11001,14.0,Los Martires,6,71,1,2,2,3.0
4936,11001,14.0,Los Martires,6,33,1,1,2,3.0
4937,11001,14.0,Los Martires,6,78,1,2,2,3.0
4938,11001,14.0,Los Martires,6,78,1,2,2,3.0
4939,11001,1.0,Usaquen,6,23,1,2,2,4.0
4940,11001,1.0,Usaquen,6,40,2,1,2,3.0
4941,11001,1.0,Usaquen,6,10,1,1,2,3.0
4942,11001,1.0,Usaquen,6,44,2,2,2,3.0
4943,11001,1.0,Usaquen,6,24,2,2,2,4.0
4944,11001,10.0,Engativa,6,45,2,2,2,3.0
4945,11001,13.0,Teusaquillo,6,31,2,2,2,5.0
4946,11001,11.0,Suba,6,79,2,2,2,3.0
4947,11001,13.0,Teusaquillo,6,74,2,2,2,4.0
4948,11001,10.0,Engativa,6,42,2,2,2,3.0
4949,11001,10.0,Engativa,6,0,1,2,2,2.0
4950,11001,8.0,Kennedy,6,52,2,1,9,3.0
4951,11001,9.0,Fontibon,6,64,2,2,2,4.0
4952,11001,1.0,Usaquen,6,9,1,2,2,4.0
4953,11001,18.0,Rafael Uribe Uribe,6,55,2,2,2,2.0
4954,11001,18.0,Rafael Uribe Uribe,6,70,1,2,2,2.0
4955,11001,18.0,Rafael Uribe Uribe,6,54,1,2,2,2.0
4956,11001,11.0,Suba,6,28,2,2,2,4.0
4957,11001,11.0,Suba,6,50,2,2,2,5.0
4958,11001,9.0,Fontibon,6,83,2,2,2,4.0
4959,11001,9.0,Fontibon,6,79,2,2,2,3.0
4960,11001,9.0,Fontibon,6,11,2,2,2,3.0
4961,11001,9.0,Fontibon,6,29,2,2,2,3.0
4962,11001,11.0,Suba,6,16,1,2,2,4.0
4963,11001,9.0,Fontibon,6,59,1,2,2,4.0
4964,11001,10.0,Engativa,6,86,1,2,2,3.0
4965,11001,11.0,Suba,6,68,2,2,2,4.0
4966,11001,11.0,Suba,6,10,1,2,2,3.0
4967,11001,4.0,San Cristobal,6,39,1,2,2,2.0
4968,11001,4.0,San Cristobal,6,8,1,2,2,2.0
4969,11001,4.0,San Cristobal,6,84,2,9,2,2.0
4970,11001,10.0,Engativa,6,46,2,2,2,3.0
4971,11001,10.0,Engativa,6,84,2,2,2,4.0
4972,11001,18.0,Rafael Uribe Uribe,6,44,1,2,2,3.0
4973,11001,18.0,Rafael Uribe Uribe,6,67,1,2,2,1.0
4974,11001,13.0,Teusaquillo,6,68,2,2,2,4.0
4975,11001,3.0,Santa Fe,6,22,2,2,2,2.0
4976,11001,3.0,Santa Fe,6,7,1,2,2,2.0
4977,11001,11.0,Suba,6,45,2,2,2,3.0
4978,11001,11.0,Suba,6,30,1,2,2,3.0
4979,11001,11.0,Suba,6,36,2,2,2,4.0
4980,11001,5.0,Usme,6,65,1,2,2,1.0
4981,11001,11.0,Suba,6,76,2,2,2,6.0
4982,11001,20.0,Sumapaz,6,31,2,2,2,1.0
4983,11001,20.0,Sumapaz,6,72,2,1,2,1.0
4984,11001,11.0,Suba,6,60,2,2,2,6.0
4985,11001,9.0,Fontibon,6,45,2,2,2,4.0
4986,11001,9.0,Fontibon,6,67,1,2,2,5.0
4987,11001,14.0,Los Martires,6,49,2,1,2,3.0
4988,11001,16.0,Puente Aranda,6,67,1,2,2,3.0
4989,11001,16.0,Puente Aranda,6,16,2,2,2,3.0
4990,11001,16.0,Puente Aranda,6,38,2,2,2,3.0
4991,11001,16.0,Puente Aranda,6,6,1,2,2,3.0
4992,11001,16.0,Puente Aranda,6,18,1,1,2,1.0
4993,11001,16.0,Puente Aranda,6,74,1,2,2,3.0
4994,11001,11.0,Suba,6,8,1,2,2,4.0
4995,11001,4.0,San Cristobal,6,77,2,1,1,2.0
4996,11001,4.0,San Cristobal,6,59,2,1,1,2.0
4997,11001,6.0,Tunjuelito,6,64,2,2,2,2.0
4998,11001,6.0,Tunjuelito,6,12,1,2,2,2.0
4999,11001,18.0,Rafael Uribe Uribe,6,12,2,2,2,2.0
5000,11001,3.0,Santa Fe,6,53,2,2,1,2.0
5001,11001,16.0,Puente Aranda,6,56,2,2,2,3.0
5002,11001,16.0,Puente Aranda,6,75,2,2,2,3.0
5003,11001,16.0,Puente Aranda,6,37,2,2,2,3.0
5004,11001,16.0,Puente Aranda,6,33,1,2,2,3.0
5005,11001,15.0,Antonio Nariño,6,10,2,1,2,3.0
5006,11001,1.0,Usaquen,6,17,2,2,1,2.0
5007,11001,1.0,Usaquen,6,66,1,2,2,5.0
5008,11001,1.0,Usaquen,1,60,1,2,2,5.0
5009,11001,1.0,Usaquen,6,63,2,2,2,4.0
5010,11001,19.0,Ciudad Bolivar,6,10,2,2,2,1.0
5011,11001,19.0,Ciudad Bolivar,6,71,2,2,2,2.0
5012,11001,10.0,Engativa,6,49,2,2,2,3.0
5013,11001,10.0,Engativa,6,30,2,2,2,2.0
5014,11001,10.0,Engativa,6,10,1,2,2,2.0
5015,11001,10.0,Engativa,6,55,2,2,2,3.0
5016,11001,10.0,Engativa,6,16,1,2,2,3.0
5017,11001,10.0,Engativa,6,73,1,2,2,3.0
5018,11001,3.0,Santa Fe,6,85,1,2,2,2.0
5019,11001,9.0,Fontibon,6,87,2,2,2,3.0
5020,11001,9.0,Fontibon,6,80,2,2,2,4.0
5021,11001,20.0,Sumapaz,6,62,2,2,2,1.0
5022,11001,20.0,Sumapaz,6,18,1,1,1,1.0
5023,11001,11.0,Suba,6,57,2,1,1,2.0
5024,11001,20.0,Sumapaz,6,77,2,1,2,1.0
5025,11001,20.0,Sumapaz,6,26,1,1,2,1.0
5026,11001,19.0,Ciudad Bolivar,6,79,2,1,2,1.0
5027,11001,19.0,Ciudad Bolivar,6,58,2,1,2,3.0
5028,11001,19.0,Ciudad Bolivar,6,80,1,2,2,1.0
5029,11001,19.0,Ciudad Bolivar,6,67,2,1,2,1.0
5030,11001,19.0,Ciudad Bolivar,6,72,1,1,2,1.0
5031,11001,19.0,Ciudad Bolivar,6,45,1,2,2,1.0
5032,11001,19.0,Ciudad Bolivar,6,71,2,2,2,2.0
5033,11001,19.0,Ciudad Bolivar,6,59,1,2,2,2.0
5034,11001,19.0,Ciudad Bolivar,6,64,2,2,2,1.0
5035,11001,19.0,Ciudad Bolivar,6,13,1,2,2,1.0
5036,11001,11.0,Suba,6,37,2,1,2,2.0
5037,11001,20.0,Sumapaz,6,90,1,2,2,1.0
5038,11001,20.0,Sumapaz,6,67,1,2,1,1.0
5039,11001,2.0,Chapinero,6,55,2,1,2,2.0
5040,11001,5.0,Usme,6,68,1,2,2,1.0
5041,11001,5.0,Usme,6,62,2,2,2,2.0
5042,11001,5.0,Usme,6,11,2,2,2,1.0
5043,11001,4.0,San Cristobal,6,41,2,1,2,3.0
5044,11001,4.0,San Cristobal,6,21,2,1,2,3.0
5045,11001,4.0,San Cristobal,6,19,1,1,2,3.0
5046,11001,4.0,San Cristobal,6,58,2,2,2,3.0
5047,11001,4.0,San Cristobal,6,33,2,2,2,3.0
5048,11001,18.0,Rafael Uribe Uribe,6,32,1,2,2,3.0
5049,11001,5.0,Usme,6,90,1,2,2,1.0
5050,11001,20.0,Sumapaz,6,24,2,1,2,1.0
5051,11001,4.0,San Cristobal,6,11,2,2,2,1.0
5052,11001,4.0,San Cristobal,6,9,1,2,2,1.0
5053,11001,7.0,Bosa,6,76,2,2,1,3.0
5054,11001,5.0,Usme,6,66,1,2,2,1.0
5055,11001,5.0,Usme,6,53,2,2,2,1.0
5056,25740,,,6,10,2,2,2,2.0
5057,25269,,,6,59,1,2,2,2.0
5058,25817,,,6,11,1,2,2,3.0
5059,25473,,,6,11,1,2,2,3.0
5060,25175,,,6,36,2,2,2,2.0
5061,25175,,,6,9,2,2,2,2.0
5062,11001,9.0,Fontibon,6,71,2,2,2,2.0
5063,11001,9.0,Fontibon,6,11,1,2,2,2.0
5064,11001,5.0,Usme,6,15,2,2,2,1.0
5065,11001,10.0,Engativa,6,64,1,1,2,3.0
5066,11001,10.0,Engativa,6,29,1,1,2,3.0
5067,11001,19.0,Ciudad Bolivar,6,23,2,2,1,2.0
5068,11001,18.0,Rafael Uribe Uribe,6,19,2,2,2,3.0
5069,11001,18.0,Rafael Uribe Uribe,6,37,1,2,2,3.0
5070,11001,18.0,Rafael Uribe Uribe,6,13,2,2,2,3.0
5071,11001,18.0,Rafael Uribe Uribe,6,89,1,2,2,3.0
5072,11001,18.0,Rafael Uribe Uribe,6,19,1,2,2,3.0
5073,11001,8.0,Kennedy,6,91,1,2,2,2.0
5074,11001,16.0,Puente Aranda,6,71,2,1,2,3.0
5075,11001,12.0,Barrios Unidos,6,4,2,1,1,3.0
5076,11001,10.0,Engativa,6,82,2,2,2,2.0
5077,11001,10.0,Engativa,6,82,2,2,2,2.0
5078,11001,4.0,San Cristobal,6,86,2,1,2,3.0
5079,11001,8.0,Kennedy,6,76,2,1,2,3.0
5080,11001,13.0,Teusaquillo,6,42,1,2,2,4.0
5081,11001,8.0,Kennedy,6,74,2,2,2,3.0
5082,11001,7.0,Bosa,6,19,1,2,2,1.0
5083,11001,14.0,Los Martires,6,21,2,2,2,4.0
5084,11001,10.0,Engativa,6,14,2,2,2,3.0
5085,11001,11.0,Suba,6,40,1,2,2,4.0
5086,11001,19.0,Ciudad Bolivar,6,73,2,2,2,2.0
5087,11001,8.0,Kennedy,6,45,2,2,2,2.0
5088,11001,4.0,San Cristobal,6,80,2,2,2,3.0
5089,11001,5.0,Usme,6,13,1,2,2,2.0
5090,11001,19.0,Ciudad Bolivar,6,28,2,1,2,1.0
5091,11001,13.0,Teusaquillo,6,74,2,2,2,4.0
5092,11001,14.0,Los Martires,6,59,1,2,2,3.0
5093,11001,8.0,Kennedy,6,38,2,2,2,2.0
5094,11001,8.0,Kennedy,6,13,2,2,2,2.0
5095,11001,1.0,Usaquen,6,71,1,2,2,2.0
5096,11001,18.0,Rafael Uribe Uribe,6,77,2,2,2,2.0
5097,11001,18.0,Rafael Uribe Uribe,6,81,2,1,2,2.0
5098,11001,18.0,Rafael Uribe Uribe,6,48,2,1,1,2.0
5099,11001,18.0,Rafael Uribe Uribe,6,20,1,1,1,2.0
5100,11001,9.0,Fontibon,6,8,1,2,2,3.0
5101,11001,14.0,Los Martires,6,68,1,2,2,3.0
5102,11001,12.0,Barrios Unidos,6,80,2,1,1,3.0
5103,11001,12.0,Barrios Unidos,6,85,2,1,1,3.0
5104,11001,12.0,Barrios Unidos,6,61,1,1,1,3.0
5105,11001,5.0,Usme,6,77,2,1,2,1.0
5106,11001,5.0,Usme,6,77,1,1,1,1.0
5107,11001,5.0,Usme,6,45,2,1,2,1.0
5108,11001,5.0,Usme,6,26,1,2,2,2.0
5109,11001,1.0,Usaquen,6,69,1,2,2,5.0
5110,11001,5.0,Usme,6,40,2,1,2,2.0
5111,11001,5.0,Usme,6,20,2,1,2,2.0
5112,11001,5.0,Usme,6,95,2,1,2,2.0
5113,11001,20.0,Sumapaz,6,30,1,1,2,1.0
5114,25785,,,6,67,2,1,2,2.0
5115,25785,,,6,62,2,2,2,4.0
5116,25785,,,6,27,1,2,2,4.0
5117,25214,,,6,19,1,2,2,2.0
5118,25126,,,6,66,2,1,2,2.0
5119,25269,,,6,56,2,2,2,3.0
5120,25430,,,6,56,1,1,2,2.0
5121,11001,7.0,Bosa,6,76,2,1,2,2.0
5122,11001,7.0,Bosa,6,45,2,1,2,2.0
5123,11001,7.0,Bosa,6,74,1,1,2,2.0
5124,11001,7.0,Bosa,6,70,2,1,2,2.0
5125,11001,7.0,Bosa,6,23,2,2,2,2.0
5126,11001,6.0,Tunjuelito,6,16,2,1,2,3.0
5127,11001,6.0,Tunjuelito,6,31,1,2,2,3.0
5128,11001,7.0,Bosa,6,22,1,2,2,2.0
5129,11001,6.0,Tunjuelito,6,41,1,2,2,3.0
5130,11001,15.0,Antonio Nariño,6,79,2,2,2,3.0
5131,11001,15.0,Antonio Nariño,6,81,2,2,2,3.0
5132,11001,15.0,Antonio Nariño,6,71,1,2,2,3.0
5133,11001,7.0,Bosa,6,6,2,2,2,2.0
5134,11001,4.0,San Cristobal,5,10,1,2,2,2.0
5135,11001,3.0,Santa Fe,6,59,1,2,1,2.0
5136,11001,9.0,Fontibon,6,87,2,2,2,2.0
5137,11001,15.0,Antonio Nariño,6,29,1,2,2,3.0
5138,11001,13.0,Teusaquillo,6,54,2,2,2,4.0
5139,11001,4.0,San Cristobal,6,64,1,2,2,2.0
5140,11001,7.0,Bosa,6,0,1,2,2,3.0
5141,11001,7.0,Bosa,6,51,1,2,1,3.0
5142,11001,7.0,Bosa,6,12,2,2,2,3.0
5143,11001,10.0,Engativa,6,62,2,2,2,3.0
5144,11001,11.0,Suba,6,16,1,2,2,6.0
5145,11001,5.0,Usme,6,36,2,1,2,1.0
5146,25740,,,6,68,2,2,2,2.0
5147,11001,14.0,Los Martires,6,7,1,2,2,3.0
5148,11001,7.0,Bosa,6,74,2,1,2,2.0
5149,11001,8.0,Kennedy,6,15,1,2,2,2.0
5150,11001,8.0,Kennedy,6,55,1,2,2,2.0
5151,11001,8.0,Kennedy,6,35,2,2,2,2.0
5152,11001,12.0,Barrios Unidos,6,59,1,2,2,3.0
5153,11001,13.0,Teusaquillo,6,46,2,2,2,4.0
5154,11001,19.0,Ciudad Bolivar,6,86,2,2,2,2.0
5155,11001,10.0,Engativa,6,45,1,1,2,2.0
5156,11001,10.0,Engativa,6,45,2,1,2,3.0
5157,11001,10.0,Engativa,6,75,1,2,2,3.0
5158,11001,10.0,Engativa,6,24,2,2,2,3.0
5159,11001,10.0,Engativa,6,18,2,2,2,3.0
5160,11001,10.0,Engativa,6,45,2,2,2,3.0
5161,11001,10.0,Engativa,6,17,1,2,2,3.0
5162,11001,4.0,San Cristobal,6,43,2,2,2,2.0
5163,11001,15.0,Antonio Nariño,6,10,1,1,2,3.0
5164,11001,15.0,Antonio Nariño,6,67,2,1,2,3.0
5165,11001,13.0,Teusaquillo,6,23,2,2,2,4.0
5166,11001,11.0,Suba,6,37,2,2,2,5.0
5167,11001,12.0,Barrios Unidos,6,73,2,2,2,3.0
5168,11001,11.0,Suba,6,62,2,2,2,2.0
5169,11001,20.0,Sumapaz,6,54,2,2,2,1.0
5170,25126,,,6,49,1,1,2,1.0
5171,25126,,,6,6,1,1,2,1.0
5172,11001,19.0,Ciudad Bolivar,6,62,2,1,2,1.0
5173,11001,11.0,Suba,6,60,2,2,2,2.0
5174,11001,5.0,Usme,6,41,2,1,2,1.0
5175,11001,11.0,Suba,6,11,2,1,2,2.0
5176,11001,19.0,Ciudad Bolivar,6,48,1,1,2,1.0
5177,11001,11.0,Suba,6,68,2,1,2,2.0
5178,11001,19.0,Ciudad Bolivar,6,23,2,1,1,0.0
5179,11001,19.0,Ciudad Bolivar,6,4,2,1,1,0.0
5180,11001,20.0,Sumapaz,6,73,2,1,2,1.0
5181,11001,1.0,Usaquen,6,47,2,2,2,2.0
5182,11001,1.0,Usaquen,6,26,1,2,2,2.0
5183,25899,,,6,60,1,1,2,2.0
5184,25126,,,6,7,2,2,2,2.0
5185,25817,,,6,22,2,2,2,2.0
5186,25377,,,6,87,2,1,1,2.0
5187,25269,,,6,69,2,2,2,2.0
5188,25260,,,6,73,1,2,2,2.0
5189,25817,,,6,28,2,2,2,2.0
5190,25214,,,6,79,2,2,2,3.0
5191,25214,,,6,63,1,2,2,3.0
5192,25214,,,6,6,1,2,2,3.0
5193,25473,,,6,10,1,2,2,3.0
5194,25269,,,6,77,1,2,2,4.0
5195,25175,,,6,28,2,2,2,2.0
5196,25754,,,6,67,1,2,2,1.0
5197,11001,11.0,Suba,6,29,1,2,2,3.0
5198,11001,11.0,Suba,6,54,1,2,2,5.0
5199,11001,19.0,Ciudad Bolivar,6,24,2,2,2,1.0
5200,11001,10.0,Engativa,6,35,1,2,2,2.0
5201,11001,3.0,Santa Fe,6,87,2,2,2,2.0
5202,11001,3.0,Santa Fe,6,77,2,2,2,2.0
5203,11001,11.0,Suba,6,81,1,2,2,3.0
5204,11001,4.0,San Cristobal,6,89,2,2,2,2.0
5205,11001,11.0,Suba,6,76,2,2,2,3.0
5206,11001,11.0,Suba,6,47,2,2,2,4.0
5207,11001,11.0,Suba,6,12,2,2,2,4.0
5208,11001,11.0,Suba,6,72,2,2,2,4.0
5209,11001,13.0,Teusaquillo,6,90,2,2,2,4.0
5210,11001,10.0,Engativa,6,33,1,2,2,3.0
5211,11001,10.0,Engativa,6,36,2,2,2,3.0
5212,11001,13.0,Teusaquillo,6,55,2,2,2,4.0
5213,11001,13.0,Teusaquillo,5,52,2,2,2,4.0
5214,11001,13.0,Teusaquillo,6,49,1,2,2,4.0
5215,11001,13.0,Teusaquillo,6,73,2,2,2,4.0
5216,11001,13.0,Teusaquillo,6,80,1,2,2,4.0
5217,11001,13.0,Teusaquillo,6,92,2,2,2,4.0
5218,11001,13.0,Teusaquillo,5,56,1,2,2,4.0
5219,11001,1.0,Usaquen,6,79,2,2,2,4.0
5220,11001,4.0,San Cristobal,6,67,1,1,2,2.0
5221,11001,1.0,Usaquen,6,93,1,2,2,4.0
5222,11001,4.0,San Cristobal,6,57,1,2,2,2.0
5223,11001,13.0,Teusaquillo,6,61,2,2,2,4.0
5224,11001,11.0,Suba,6,62,2,2,2,4.0
5225,11001,12.0,Barrios Unidos,6,59,2,2,2,3.0
5226,11001,11.0,Suba,6,14,1,2,2,4.0
5227,11001,11.0,Suba,6,5,2,2,2,4.0
5228,11001,1.0,Usaquen,6,92,2,2,2,4.0
5229,11001,1.0,Usaquen,6,50,2,2,2,4.0
5230,11001,1.0,Usaquen,6,9,1,2,2,4.0
5231,11001,11.0,Suba,6,73,2,2,2,2.0
5232,11001,9.0,Fontibon,6,30,2,2,2,4.0
5233,11001,11.0,Suba,6,3,1,2,2,2.0
5234,11001,1.0,Usaquen,6,45,2,2,2,3.0
5235,11001,3.0,Santa Fe,6,74,2,2,2,2.0
5236,11001,5.0,Usme,6,61,2,1,2,2.0
5237,11001,1.0,Usaquen,6,62,2,2,2,3.0
5238,11001,11.0,Suba,6,69,2,2,2,4.0
5239,11001,4.0,San Cristobal,6,36,2,2,2,2.0
5240,11001,17.0,La Candelaria,6,53,1,2,2,2.0
5241,11001,17.0,La Candelaria,6,76,2,2,2,2.0
5242,11001,9.0,Fontibon,6,80,2,2,2,4.0
5243,11001,1.0,Usaquen,6,70,2,2,2,4.0
5244,11001,1.0,Usaquen,6,12,2,2,2,4.0
5245,11001,1.0,Usaquen,6,79,2,2,2,4.0
5246,11001,11.0,Suba,6,25,2,2,2,4.0
5247,11001,1.0,Usaquen,6,61,2,2,2,3.0
5248,11001,9.0,Fontibon,6,35,2,2,2,3.0
5249,11001,5.0,Usme,6,60,1,2,2,2.0
5250,11001,5.0,Usme,6,88,2,2,2,1.0
5251,11001,9.0,Fontibon,6,83,1,2,2,4.0
5252,11001,9.0,Fontibon,6,71,1,2,2,4.0
5253,11001,9.0,Fontibon,6,71,2,2,2,4.0
5254,11001,18.0,Rafael Uribe Uribe,6,79,2,2,2,3.0
5255,11001,15.0,Antonio Nariño,6,41,1,2,2,3.0
5256,11001,4.0,San Cristobal,6,85,2,1,2,2.0
5257,11001,10.0,Engativa,6,18,1,2,2,4.0
5258,11001,10.0,Engativa,6,39,2,2,2,4.0
5259,11001,12.0,Barrios Unidos,6,83,2,2,2,4.0
5260,11001,10.0,Engativa,6,80,1,1,2,4.0
5261,11001,12.0,Barrios Unidos,6,59,2,2,2,4.0
5262,11001,9.0,Fontibon,6,30,1,2,2,4.0
5263,11001,1.0,Usaquen,6,79,2,2,1,3.0
5264,11001,1.0,Usaquen,6,63,1,2,2,3.0
5265,11001,1.0,Usaquen,6,51,2,2,2,3.0
5266,11001,4.0,San Cristobal,6,72,2,2,2,2.0
5267,11001,11.0,Suba,6,53,2,2,2,2.0
5268,11001,11.0,Suba,6,23,1,2,2,2.0
5269,11001,9.0,Fontibon,6,33,2,1,2,2.0
5270,11001,12.0,Barrios Unidos,6,64,2,2,2,3.0
5271,11001,3.0,Santa Fe,6,64,1,2,2,2.0
5272,11001,8.0,Kennedy,6,59,2,2,2,2.0
5273,11001,1.0,Usaquen,6,34,1,2,2,4.0
5274,11001,10.0,Engativa,6,65,1,2,2,4.0
5275,11001,13.0,Teusaquillo,6,26,1,2,2,4.0
5276,11001,11.0,Suba,6,82,2,2,2,4.0
5277,11001,1.0,Usaquen,6,84,2,2,2,5.0
5278,11001,19.0,Ciudad Bolivar,6,28,2,2,2,1.0
5279,11001,11.0,Suba,6,87,2,2,2,5.0
5280,11001,2.0,Chapinero,6,70,1,2,2,6.0
5281,11001,1.0,Usaquen,6,22,1,2,2,3.0
5282,11001,1.0,Usaquen,6,99,2,2,2,6.0
5283,11001,1.0,Usaquen,6,73,2,2,2,6.0
5284,11001,1.0,Usaquen,6,67,1,2,2,6.0
5285,11001,1.0,Usaquen,6,34,1,2,2,6.0
5286,11001,16.0,Puente Aranda,6,58,1,1,2,3.0
5287,11001,18.0,Rafael Uribe Uribe,6,37,2,1,2,3.0
5288,11001,18.0,Rafael Uribe Uribe,6,87,2,2,2,3.0
5289,11001,18.0,Rafael Uribe Uribe,6,11,2,2,2,3.0
5290,11001,10.0,Engativa,6,50,2,2,2,3.0
5291,11001,10.0,Engativa,6,6,1,1,2,2.0
5292,11001,10.0,Engativa,6,57,2,2,2,2.0
5293,11001,1.0,Usaquen,6,47,1,2,2,4.0
5294,11001,1.0,Usaquen,6,48,2,2,2,4.0
5295,11001,10.0,Engativa,6,49,2,2,2,2.0
5296,11001,10.0,Engativa,6,24,2,1,2,2.0
5297,11001,10.0,Engativa,6,23,2,2,2,2.0
5298,11001,10.0,Engativa,6,64,2,2,2,2.0
5299,11001,10.0,Engativa,6,26,2,1,2,2.0
5300,11001,8.0,Kennedy,6,45,1,2,2,4.0
5301,11001,8.0,Kennedy,6,56,1,2,2,4.0
5302,11001,16.0,Puente Aranda,6,83,2,2,2,3.0
5303,11001,10.0,Engativa,6,55,2,2,2,2.0
5304,11001,10.0,Engativa,6,61,2,1,2,2.0
5305,11001,1.0,Usaquen,6,8,2,1,2,4.0
5306,11001,10.0,Engativa,6,23,2,1,2,2.0
5307,11001,5.0,Usme,6,54,1,1,2,2.0
5308,11001,8.0,Kennedy,6,33,1,2,2,2.0
5309,11001,10.0,Engativa,6,6,2,1,2,2.0
5310,11001,9.0,Fontibon,6,87,2,2,2,4.0
5311,11001,4.0,San Cristobal,6,46,2,2,2,2.0
5312,11001,4.0,San Cristobal,6,38,1,2,2,2.0
5313,11001,4.0,San Cristobal,6,15,1,2,2,2.0
5314,11001,4.0,San Cristobal,6,12,1,2,2,2.0
5315,11001,4.0,San Cristobal,6,11,2,2,2,2.0
5316,11001,4.0,San Cristobal,6,18,1,2,2,2.0
5317,11001,19.0,Ciudad Bolivar,6,68,2,1,2,1.0
5318,25740,,,6,29,2,1,2,2.0
5319,25799,,,6,82,2,2,2,2.0
5320,25430,,,6,22,1,1,2,2.0
5321,25377,,,6,25,1,2,2,2.0
5322,25099,,,6,77,1,2,2,3.0
5323,25430,,,6,6,1,2,2,3.0
5324,25290,,,6,11,1,1,2,3.0
5325,25817,,,6,11,1,2,2,2.0
5326,25290,,,6,64,1,2,2,3.0
5327,25290,,,6,85,2,2,2,3.0
5328,25269,,,6,84,2,1,2,3.0
5329,25817,,,6,26,2,2,2,3.0
5330,25769,,,6,62,1,2,2,2.0
5331,25769,,,6,14,1,2,2,2.0
5332,25295,,,6,88,2,2,2,2.0
5333,25758,,,6,74,2,2,2,2.0
5334,25126,,,6,19,2,2,2,3.0
5335,25758,,,6,94,2,2,2,3.0
5336,25126,,,6,45,2,2,2,2.0
5337,11001,13.0,Teusaquillo,6,61,2,2,2,4.0
5338,11001,2.0,Chapinero,6,65,2,1,1,5.0
5339,11001,5.0,Usme,6,41,2,2,2,2.0
5340,25758,,,6,64,2,2,2,3.0
5341,25758,,,6,68,1,2,2,4.0
5342,25899,,,6,10,1,2,2,3.0
5343,25214,,,6,10,2,2,2,3.0
5344,25785,,,6,34,2,2,2,3.0
5345,25785,,,6,18,2,2,2,3.0
5346,11001,10.0,Engativa,6,51,1,2,2,3.0
5347,11001,12.0,Barrios Unidos,6,5,2,2,2,3.0
5348,11001,7.0,Bosa,6,5,2,1,2,2.0
5349,11001,8.0,Kennedy,6,8,2,2,2,3.0
5350,11001,2.0,Chapinero,6,18,2,2,2,4.0
5351,11001,11.0,Suba,6,40,2,2,2,4.0
5352,11001,9.0,Fontibon,6,78,2,2,2,4.0
5353,11001,9.0,Fontibon,6,48,1,2,2,4.0
