,MPIO,COD_LOCALIDAD,NOMBRE_LOCALIDAD,NPCEP17,NPCEP4,NPCEP5,NVCBP8B,NVCBP8H,NVCBP11AA
0,11001,7.0,Bosa,6,70,2,2,2,2.0
1,11001,7.0,Bosa,6,60,2,1,1,2.0
2,11001,5.0,Usme,6,13,1,2,2,2.0
3,11001,9.0,Fontibon,6,38,1,2,2,2.0
4,11001,9.0,Fontibon,6,56,2,2,2,2.0
5,11001,4.0,San Cristobal,6,96,2,2,2,3.0
6,11001,4.0,San Cristobal,6,25,2,2,2,2.0
7,11001,11.0,Suba,6,70,1,2,2,3.0
8,11001,11.0,Suba,6,65,2,1,2,3.0
9,11001,11.0,Suba,6,76,2,1,2,3.0
10,11001,7.0,Bosa,6,79,2,2,2,2.0
11,11001,18.0,Rafael Uribe Uribe,6,28,1,1,2,2.0
12,11001,11.0,Suba,6,75,2,2,2,3.0
13,11001,11.0,Suba,6,17,2,2,2,3.0
14,11001,11.0,Suba,6,16,2,2,2,3.0
15,11001,8.0,Kennedy,6,43,2,2,2,2.0
16,11001,8.0,Kennedy,6,71,1,2,2,2.0
17,11001,9.0,Fontibon,6,25,2,2,2,3.0
18,11001,9.0,Fontibon,6,25,1,2,2,4.0
19,11001,18.0,Rafael Uribe Uribe,6,7,1,2,2,2.0
20,11001,6.0,Tunjuelito,6,71,2,2,2,2.0
21,11001,6.0,Tunjuelito,6,11,2,2,2,2.0
22,11001,6.0,Tunjuelito,6,64,2,2,2,2.0
23,11001,6.0,Tunjuelito,6,21,1,2,2,2.0
24,11001,9.0,Fontibon,6,41,2,2,2,4.0
25,11001,1.0,Usaquen,6,36,2,2,2,5.0
26,11001,13.0,Teusaquillo,6,36,1,2,2,4.0
27,11001,18.0,Rafael Uribe Uribe,6,60,2,9,9,2.0
28,11001,3.0,Santa Fe,6,64,2,1,2,2.0
29,11001,8.0,Kennedy,6,50,2,2,2,2.0
30,11001,8.0,Kennedy,6,30,2,1,2,2.0
31,11001,11.0,Suba,6,38,2,2,2,4.0
32,11001,1.0,Usaquen,6,72,1,2,2,4.0
33,11001,9.0,Fontibon,6,4,1,2,2,2.0
34,11001,4.0,San Cristobal,6,23,2,2,1,2.0
35,11001,18.0,Rafael Uribe Uribe,6,43,1,2,2,2.0
36,11001,18.0,Rafael Uribe Uribe,6,19,1,2,2,2.0
37,11001,18.0,Rafael Uribe Uribe,6,8,1,2,2,2.0
38,11001,9.0,Fontibon,6,52,1,2,2,4.0
39,11001,9.0,Fontibon,6,63,1,2,2,4.0
40,11001,10.0,Engativa,6,66,2,2,2,3.0
41,11001,12.0,Barrios Unidos,6,76,1,2,2,4.0
42,11001,16.0,Puente Aranda,6,86,2,1,2,3.0
43,11001,6.0,Tunjuelito,6,76,2,2,2,3.0
44,11001,19.0,Ciudad Bolivar,6,9,1,1,1,
45,11001,2.0,Chapinero,6,52,2,1,1,2.0
46,11001,2.0,Chapinero,6,83,1,1,2,2.0
47,11001,9.0,Fontibon,6,36,1,2,2,4.0
48,11001,19.0,Ciudad Bolivar,6,65,2,1,2,2.0
49,11001,2.0,Chapinero,6,31,2,2,2,4.0
50,11001,19.0,Ciudad Bolivar,6,68,1,2,2,2.0
51,11001,10.0,Engativa,6,10,2,2,2,3.0
52,11001,10.0,Engativa,6,66,1,1,2,3.0
53,11001,10.0,Engativa,6,78,2,2,2,3.0
54,11001,15.0,Antonio Nariño,6,72,1,1,2,3.0
55,11001,12.0,Barrios Unidos,6,18,1,2,2,3.0
56,11001,10.0,Engativa,6,74,2,2,2,3.0
57,11001,10.0,Engativa,6,79,1,2,2,3.0
58,11001,10.0,Engativa,6,51,2,2,2,3.0
59,11001,10.0,Engativa,6,85,2,2,2,3.0
60,11001,10.0,Engativa,6,69,2,2,2,3.0
61,11001,10.0,Engativa,6,71,2,2,2,3.0
62,11001,10.0,Engativa,6,28,1,2,2,3.0
63,11001,4.0,San Cristobal,6,13,1,2,2,2.0
64,11001,4.0,San Cristobal,6,8,1,2,2,2.0
65,11001,12.0,Barrios Unidos,6,62,1,2,1,3.0
66,11001,12.0,Barrios Unidos,6,24,1,2,1,3.0
67,11001,5.0,Usme,6,37,1,2,2,1.0
68,11001,15.0,Antonio Nariño,6,87,2,2,2,3.0
69,11001,15.0,Antonio Nariño,6,87,2,2,2,3.0
70,11001,8.0,Kennedy,6,51,2,1,2,3.0
71,11001,18.0,Rafael Uribe Uribe,6,47,2,2,2,2.0
72,11001,18.0,Rafael Uribe Uribe,6,27,1,2,2,1.0
73,11001,11.0,Suba,6,52,2,1,2,4.0
74,11001,8.0,Kennedy,6,44,2,2,2,3.0
75,11001,8.0,Kennedy,6,42,2,2,2,3.0
76,11001,5.0,Usme,6,12,1,2,2,1.0
77,11001,11.0,Suba,6,17,2,2,2,3.0
78,11001,16.0,Puente Aranda,6,42,1,2,2,3.0
79,11001,1.0,Usaquen,6,8,1,2,2,4.0
80,11001,1.0,Usaquen,6,21,2,2,1,1.0
81,11001,8.0,Kennedy,6,8,2,2,2,3.0
82,11001,9.0,Fontibon,6,29,2,2,2,2.0
83,11001,9.0,Fontibon,6,60,2,2,2,2.0
84,11001,9.0,Fontibon,6,37,1,2,2,2.0
85,11001,5.0,Usme,6,7,1,1,2,1.0
86,11001,9.0,Fontibon,6,34,2,2,2,2.0
87,11001,9.0,Fontibon,6,11,2,2,2,2.0
88,11001,1.0,Usaquen,6,75,2,1,2,3.0
89,11001,19.0,Ciudad Bolivar,6,48,1,2,2,3.0
90,11001,11.0,Suba,6,86,2,2,2,3.0
91,11001,7.0,Bosa,6,62,2,1,2,2.0
92,11001,8.0,Kennedy,6,20,1,1,2,2.0
93,11001,8.0,Kennedy,6,47,1,2,2,3.0
94,11001,8.0,Kennedy,6,9,1,2,2,3.0
95,11001,8.0,Kennedy,6,16,2,2,2,3.0
96,11001,8.0,Kennedy,6,23,2,2,2,3.0
97,11001,8.0,Kennedy,1,64,2,2,2,3.0
98,11001,13.0,Teusaquillo,6,83,1,2,2,4.0
99,11001,7.0,Bosa,6,20,2,2,2,2.0
100,11001,10.0,Engativa,6,67,2,2,2,3.0
101,11001,10.0,Engativa,6,30,2,2,2,3.0
102,11001,12.0,Barrios Unidos,6,40,2,2,2,4.0
103,11001,11.0,Suba,5,67,2,2,1,3.0
104,11001,8.0,Kennedy,6,7,1,2,2,2.0
105,11001,1.0,Usaquen,6,73,2,9,9,6.0
106,11001,11.0,Suba,6,71,2,2,2,4.0
107,11001,11.0,Suba,6,44,2,2,2,4.0
108,11001,11.0,Suba,6,85,2,2,2,4.0
109,11001,8.0,Kennedy,6,57,2,1,2,2.0
110,11001,8.0,Kennedy,6,22,1,1,2,2.0
111,11001,8.0,Kennedy,6,28,2,1,2,2.0
112,11001,8.0,Kennedy,6,9,1,1,2,2.0
113,11001,6.0,Tunjuelito,6,49,2,1,2,3.0
114,11001,8.0,Kennedy,6,13,1,2,2,2.0
115,11001,8.0,Kennedy,6,44,2,2,2,2.0
116,11001,11.0,Suba,6,39,2,9,2,3.0
117,11001,7.0,Bosa,6,11,2,2,2,2.0
118,11001,8.0,Kennedy,6,47,2,2,2,2.0
119,11001,6.0,Tunjuelito,6,36,1,2,2,3.0
120,11001,6.0,Tunjuelito,6,28,2,2,2,3.0
121,11001,6.0,Tunjuelito,6,7,1,2,2,3.0
122,11001,6.0,Tunjuelito,6,55,2,2,2,3.0
123,11001,6.0,Tunjuelito,6,47,2,1,2,3.0
124,11001,6.0,Tunjuelito,6,6,1,1,2,3.0
125,11001,8.0,Kennedy,6,18,2,2,2,2.0
126,11001,6.0,Tunjuelito,6,55,2,2,1,2.0
127,11001,8.0,Kennedy,6,55,2,2,2,2.0
128,11001,13.0,Teusaquillo,6,58,1,2,2,4.0
129,11001,4.0,San Cristobal,6,71,2,1,2,2.0
130,11001,4.0,San Cristobal,6,71,1,2,2,2.0
131,11001,4.0,San Cristobal,6,51,2,1,2,
132,11001,3.0,Santa Fe,6,5,1,2,1,2.0
133,11001,6.0,Tunjuelito,6,7,2,2,2,2.0
134,11001,11.0,Suba,6,67,2,2,2,3.0
135,11001,4.0,San Cristobal,6,21,2,2,2,2.0
136,11001,4.0,San Cristobal,6,48,2,1,2,2.0
137,11001,4.0,San Cristobal,6,25,2,2,2,2.0
138,11001,4.0,San Cristobal,6,76,1,1,2,2.0
139,11001,4.0,San Cristobal,6,72,1,1,2,2.0
140,11001,4.0,San Cristobal,6,51,2,1,2,2.0
141,11001,4.0,San Cristobal,6,59,2,2,2,2.0
142,11001,4.0,San Cristobal,6,11,1,2,2,2.0
143,11001,4.0,San Cristobal,6,82,2,1,2,2.0
144,11001,12.0,Barrios Unidos,6,80,1,9,2,3.0
145,11001,10.0,Engativa,6,8,2,2,2,3.0
146,11001,10.0,Engativa,6,80,1,2,2,2.0
147,11001,13.0,Teusaquillo,6,47,1,2,2,4.0
148,11001,13.0,Teusaquillo,6,81,1,2,2,4.0
149,11001,5.0,Usme,6,40,2,1,2,0.0
150,11001,5.0,Usme,6,35,1,1,2,0.0
151,11001,5.0,Usme,6,21,1,1,2,0.0
152,11001,5.0,Usme,6,41,1,1,2,1.0
153,11001,6.0,Tunjuelito,6,88,2,2,2,2.0
154,11001,6.0,Tunjuelito,6,72,2,2,2,2.0
155,11001,6.0,Tunjuelito,6,65,2,2,2,2.0
156,11001,10.0,Engativa,6,69,1,1,2,3.0
157,11001,10.0,Engativa,6,98,2,1,2,3.0
158,11001,10.0,Engativa,6,9,1,2,2,3.0
159,11001,10.0,Engativa,6,55,1,2,2,3.0
160,11001,11.0,Suba,6,54,1,2,2,4.0
161,11001,2.0,Chapinero,6,42,2,2,2,5.0
162,11001,7.0,Bosa,6,18,2,1,2,2.0
163,11001,8.0,Kennedy,6,48,2,1,1,3.0
164,11001,16.0,Puente Aranda,6,69,2,2,2,3.0
165,11001,11.0,Suba,6,39,1,2,2,5.0
166,11001,8.0,Kennedy,6,46,2,1,2,3.0
167,11001,11.0,Suba,6,42,1,2,2,2.0
168,11001,10.0,Engativa,6,25,1,2,2,3.0
169,11001,10.0,Engativa,6,59,1,2,2,3.0
170,11001,10.0,Engativa,6,61,2,2,2,3.0
171,11001,3.0,Santa Fe,6,10,1,1,2,2.0
172,11001,7.0,Bosa,6,5,1,2,2,2.0
173,11001,7.0,Bosa,6,34,1,2,2,2.0
174,11001,13.0,Teusaquillo,6,34,1,2,2,3.0
175,11001,18.0,Rafael Uribe Uribe,6,6,2,2,2,3.0
176,11001,18.0,Rafael Uribe Uribe,6,19,2,2,2,3.0
177,11001,18.0,Rafael Uribe Uribe,6,57,2,2,2,3.0
178,11001,18.0,Rafael Uribe Uribe,6,49,1,2,2,3.0
179,11001,18.0,Rafael Uribe Uribe,6,20,1,2,2,3.0
180,11001,18.0,Rafael Uribe Uribe,6,16,1,2,2,3.0
181,11001,8.0,Kennedy,6,34,2,2,2,2.0
182,11001,8.0,Kennedy,6,30,2,2,2,2.0
183,11001,8.0,Kennedy,6,51,2,2,2,2.0
184,11001,19.0,Ciudad Bolivar,6,17,2,2,2,2.0
185,11001,10.0,Engativa,6,44,2,2,2,3.0
186,11001,10.0,Engativa,6,16,2,2,2,3.0
187,11001,10.0,Engativa,6,80,2,2,2,3.0
188,11001,2.0,Chapinero,6,36,1,2,2,4.0
189,11001,8.0,Kennedy,6,32,1,2,2,1.0
190,11001,8.0,Kennedy,6,4,2,2,2,1.0
191,11001,19.0,Ciudad Bolivar,6,73,2,2,2,2.0
192,11001,19.0,Ciudad Bolivar,6,79,1,1,2,2.0
193,11001,19.0,Ciudad Bolivar,6,62,2,1,2,2.0
194,11001,18.0,Rafael Uribe Uribe,6,61,2,2,2,2.0
195,11001,18.0,Rafael Uribe Uribe,6,81,2,2,2,2.0
196,11001,17.0,La Candelaria,6,77,2,2,2,2.0
197,11001,19.0,Ciudad Bolivar,6,27,2,2,2,2.0
198,11001,17.0,La Candelaria,6,5,1,2,2,3.0
199,11001,11.0,Suba,6,11,2,2,2,3.0
200,11001,15.0,Antonio Nariño,6,86,1,2,1,3.0
201,11001,8.0,Kennedy,6,56,1,2,2,3.0
202,11001,11.0,Suba,6,41,2,2,2,4.0
203,11001,11.0,Suba,6,45,1,2,2,4.0
204,11001,3.0,Santa Fe,6,23,1,2,2,4.0
205,11001,18.0,Rafael Uribe Uribe,6,26,2,2,2,3.0
206,11001,4.0,San Cristobal,6,74,2,2,2,3.0
207,11001,6.0,Tunjuelito,6,58,1,2,2,3.0
208,11001,6.0,Tunjuelito,6,6,1,2,2,3.0
209,11001,10.0,Engativa,6,79,1,2,2,3.0
210,11001,4.0,San Cristobal,6,57,2,2,2,2.0
211,11001,11.0,Suba,6,32,2,2,2,3.0
212,11001,10.0,Engativa,6,27,1,2,2,3.0
213,11001,4.0,San Cristobal,6,44,1,2,2,2.0
214,11001,4.0,San Cristobal,6,20,2,1,2,2.0
215,11001,9.0,Fontibon,6,57,1,2,2,3.0
216,11001,9.0,Fontibon,6,20,2,2,2,3.0
217,11001,3.0,Santa Fe,1,42,1,2,2,3.0
218,11001,3.0,Santa Fe,1,62,1,2,2,3.0
219,11001,11.0,Suba,6,13,1,2,2,4.0
220,11001,1.0,Usaquen,6,8,2,2,2,6.0
221,11001,7.0,Bosa,6,60,2,1,2,1.0
222,11001,7.0,Bosa,6,5,1,2,2,1.0
223,11001,2.0,Chapinero,6,15,2,2,2,6.0
224,11001,13.0,Teusaquillo,6,70,2,2,2,4.0
225,11001,12.0,Barrios Unidos,6,65,2,2,2,3.0
226,11001,16.0,Puente Aranda,6,20,1,2,2,3.0
227,11001,8.0,Kennedy,6,44,2,2,2,3.0
228,11001,8.0,Kennedy,6,13,1,2,2,3.0
229,11001,11.0,Suba,6,90,2,1,2,4.0
230,11001,11.0,Suba,6,24,2,2,2,4.0
231,11001,16.0,Puente Aranda,6,42,1,2,2,3.0
232,11001,11.0,Suba,6,92,2,2,2,4.0
233,11001,16.0,Puente Aranda,6,47,2,1,2,3.0
234,11001,3.0,Santa Fe,6,46,2,2,2,3.0
235,11001,11.0,Suba,6,93,2,2,2,3.0
236,11001,15.0,Antonio Nariño,6,21,2,2,2,3.0
237,11001,1.0,Usaquen,6,30,2,2,2,2.0
238,11001,1.0,Usaquen,6,29,1,2,2,2.0
239,11001,16.0,Puente Aranda,6,78,2,2,2,3.0
240,11001,16.0,Puente Aranda,6,25,2,2,2,3.0
241,11001,8.0,Kennedy,6,63,1,2,2,3.0
242,11001,18.0,Rafael Uribe Uribe,6,73,2,2,2,2.0
243,11001,8.0,Kennedy,6,70,2,1,2,3.0
244,11001,8.0,Kennedy,6,32,1,1,2,3.0
245,11001,16.0,Puente Aranda,6,25,2,2,2,3.0
246,11001,9.0,Fontibon,6,21,1,2,2,2.0
247,11001,18.0,Rafael Uribe Uribe,6,7,2,2,2,2.0
248,11001,11.0,Suba,6,33,2,2,2,4.0
249,11001,8.0,Kennedy,6,74,1,2,2,3.0
250,11001,8.0,Kennedy,6,44,2,2,2,3.0
251,11001,11.0,Suba,6,38,2,2,2,3.0
252,11001,4.0,San Cristobal,6,85,2,2,2,2.0
253,11001,13.0,Teusaquillo,6,36,2,2,2,4.0
254,11001,8.0,Kennedy,6,62,2,2,2,3.0
255,11001,11.0,Suba,6,71,1,2,2,3.0
256,11001,5.0,Usme,6,10,1,1,2,2.0
257,11001,9.0,Fontibon,6,14,1,2,2,3.0
258,11001,2.0,Chapinero,6,75,1,2,2,6.0
259,11001,2.0,Chapinero,6,68,1,2,2,6.0
260,11001,1.0,Usaquen,6,21,2,2,2,6.0
261,11001,13.0,Teusaquillo,6,36,2,2,2,4.0
262,11001,8.0,Kennedy,6,8,2,2,2,3.0
263,11001,14.0,Los Martires,6,65,2,2,2,3.0
264,11001,9.0,Fontibon,6,40,2,2,2,2.0
265,11001,9.0,Fontibon,6,76,2,2,2,2.0
266,11001,9.0,Fontibon,6,49,1,2,2,2.0
267,11001,9.0,Fontibon,6,27,2,2,2,2.0
268,11001,8.0,Kennedy,6,24,2,1,1,2.0
269,11001,8.0,Kennedy,6,11,1,2,2,2.0
270,11001,8.0,Kennedy,6,69,2,2,2,3.0
271,11001,19.0,Ciudad Bolivar,6,59,1,2,2,2.0
272,11001,19.0,Ciudad Bolivar,6,65,1,2,2,2.0
273,11001,19.0,Ciudad Bolivar,6,25,2,2,2,2.0
274,11001,19.0,Ciudad Bolivar,6,57,2,2,2,2.0
275,11001,11.0,Suba,6,24,2,2,2,3.0
276,11001,19.0,Ciudad Bolivar,6,14,2,2,2,2.0
277,11001,19.0,Ciudad Bolivar,6,9,1,2,2,3.0
278,11001,11.0,Suba,6,78,1,2,2,4.0
279,11001,11.0,Suba,6,38,1,2,2,4.0
280,11001,11.0,Suba,6,69,2,2,2,3.0
281,11001,11.0,Suba,6,28,2,2,2,3.0
282,11001,9.0,Fontibon,6,24,1,2,2,3.0
283,11001,11.0,Suba,6,82,2,2,2,3.0
284,11001,19.0,Ciudad Bolivar,6,69,2,2,2,2.0
285,11001,8.0,Kennedy,6,29,1,2,2,2.0
286,11001,6.0,Tunjuelito,6,88,2,1,1,2.0
287,11001,6.0,Tunjuelito,6,42,2,2,2,2.0
288,11001,9.0,Fontibon,6,50,1,2,2,2.0
289,11001,9.0,Fontibon,6,56,2,2,2,2.0
290,11001,8.0,Kennedy,6,17,2,2,2,2.0
291,11001,8.0,Kennedy,6,60,1,1,1,2.0
292,11001,8.0,Kennedy,6,25,1,2,2,2.0
293,11001,8.0,Kennedy,6,64,2,2,2,2.0
294,11001,12.0,Barrios Unidos,6,75,2,2,2,3.0
295,11001,12.0,Barrios Unidos,6,7,1,2,2,3.0
296,11001,12.0,Barrios Unidos,6,73,2,1,1,3.0
297,11001,8.0,Kennedy,6,48,2,2,2,2.0
298,11001,8.0,Kennedy,6,40,2,2,1,2.0
299,11001,8.0,Kennedy,6,35,1,1,2,2.0
300,11001,3.0,Santa Fe,6,74,2,2,2,2.0
301,11001,1.0,Usaquen,6,23,2,2,2,5.0
302,11001,11.0,Suba,6,64,2,2,2,3.0
303,11001,10.0,Engativa,6,19,1,2,2,3.0
304,11001,10.0,Engativa,6,85,2,2,2,3.0
305,11001,10.0,Engativa,6,84,1,2,2,3.0
306,11001,10.0,Engativa,6,22,1,2,2,1.0
307,11001,8.0,Kennedy,6,29,1,2,2,2.0
308,11001,3.0,Santa Fe,6,50,2,1,1,2.0
309,11001,3.0,Santa Fe,6,43,2,2,2,2.0
310,11001,3.0,Santa Fe,6,20,2,2,2,2.0
311,11001,3.0,Santa Fe,6,19,1,1,2,2.0
312,11001,8.0,Kennedy,6,25,1,2,2,3.0
313,11001,8.0,Kennedy,6,80,2,2,2,3.0
314,11001,8.0,Kennedy,6,58,1,2,2,3.0
315,11001,8.0,Kennedy,6,84,1,2,2,3.0
316,11001,2.0,Chapinero,6,56,2,2,2,2.0
317,11001,2.0,Chapinero,6,35,2,2,2,2.0
318,11001,2.0,Chapinero,6,46,2,2,2,2.0
319,11001,1.0,Usaquen,6,9,2,2,2,2.0
320,11001,19.0,Ciudad Bolivar,6,15,2,2,2,2.0
321,11001,16.0,Puente Aranda,6,52,1,2,2,3.0
322,11001,16.0,Puente Aranda,6,22,1,1,2,3.0
323,11001,16.0,Puente Aranda,6,18,1,1,2,3.0
324,11001,14.0,Los Martires,6,39,2,1,1,3.0
325,11001,14.0,Los Martires,6,75,2,2,2,3.0
326,11001,8.0,Kennedy,6,52,2,2,2,3.0
327,11001,19.0,Ciudad Bolivar,6,87,2,2,2,2.0
328,11001,16.0,Puente Aranda,6,62,1,2,2,3.0
329,11001,16.0,Puente Aranda,6,26,2,1,2,3.0
330,11001,8.0,Kennedy,6,9,1,2,2,2.0
331,11001,8.0,Kennedy,6,71,2,2,2,2.0
332,11001,8.0,Kennedy,6,72,1,2,2,2.0
333,11001,8.0,Kennedy,6,41,2,2,2,2.0
334,11001,8.0,Kennedy,6,16,1,2,2,2.0
335,11001,11.0,Suba,6,96,1,2,2,4.0
336,11001,8.0,Kennedy,6,13,1,2,2,2.0
337,11001,8.0,Kennedy,6,5,2,2,2,2.0
338,11001,8.0,Kennedy,6,16,1,2,2,2.0
339,11001,8.0,Kennedy,6,13,1,2,2,2.0
340,11001,8.0,Kennedy,6,55,2,1,2,2.0
341,11001,19.0,Ciudad Bolivar,6,54,2,2,2,1.0
342,11001,19.0,Ciudad Bolivar,6,50,1,2,2,1.0
343,11001,19.0,Ciudad Bolivar,6,16,1,2,2,1.0
344,11001,19.0,Ciudad Bolivar,6,30,2,2,2,1.0
345,11001,8.0,Kennedy,6,62,2,2,2,2.0
346,11001,8.0,Kennedy,6,63,2,2,2,3.0
347,11001,8.0,Kennedy,6,77,1,2,2,2.0
348,11001,8.0,Kennedy,6,8,1,2,2,2.0
349,11001,8.0,Kennedy,6,41,2,2,2,2.0
350,11001,8.0,Kennedy,6,9,1,2,2,2.0
351,11001,2.0,Chapinero,6,13,1,2,2,2.0
352,11001,19.0,Ciudad Bolivar,6,56,2,2,2,3.0
353,11001,18.0,Rafael Uribe Uribe,6,20,1,2,2,3.0
354,11001,8.0,Kennedy,6,87,2,1,1,2.0
355,11001,1.0,Usaquen,6,93,2,2,2,3.0
356,11001,5.0,Usme,6,26,1,2,2,1.0
357,11001,11.0,Suba,6,55,2,2,2,2.0
358,11001,11.0,Suba,6,30,2,2,2,2.0
359,11001,11.0,Suba,6,73,2,2,2,2.0
360,11001,11.0,Suba,6,22,2,2,2,2.0
361,11001,11.0,Suba,6,20,2,2,2,2.0
362,11001,11.0,Suba,6,57,2,2,2,5.0
363,11001,8.0,Kennedy,6,57,2,2,2,3.0
364,11001,11.0,Suba,6,97,2,2,2,3.0
365,11001,4.0,San Cristobal,5,58,2,2,2,1.0
366,11001,8.0,Kennedy,6,26,2,2,2,3.0
367,11001,8.0,Kennedy,6,36,2,1,2,3.0
368,11001,8.0,Kennedy,6,37,2,2,2,3.0
369,11001,8.0,Kennedy,6,5,1,2,2,3.0
370,11001,6.0,Tunjuelito,6,93,2,2,2,2.0
371,11001,8.0,Kennedy,6,73,2,2,2,3.0
372,11001,13.0,Teusaquillo,6,29,2,2,2,4.0
373,11001,19.0,Ciudad Bolivar,6,71,1,2,2,3.0
374,11001,19.0,Ciudad Bolivar,6,28,2,2,2,2.0
375,11001,19.0,Ciudad Bolivar,6,53,2,2,2,2.0
376,11001,9.0,Fontibon,6,14,1,2,2,4.0
377,11001,13.0,Teusaquillo,6,64,2,2,2,4.0
378,11001,10.0,Engativa,6,13,2,2,2,3.0
379,11001,10.0,Engativa,6,8,2,2,2,3.0
380,11001,10.0,Engativa,6,79,2,2,2,3.0
381,11001,1.0,Usaquen,6,68,2,2,2,3.0
382,11001,19.0,Ciudad Bolivar,6,18,2,2,2,1.0
383,11001,7.0,Bosa,6,68,2,2,2,2.0
384,11001,18.0,Rafael Uribe Uribe,6,30,1,2,2,3.0
385,11001,16.0,Puente Aranda,6,52,2,2,2,3.0
386,11001,6.0,Tunjuelito,6,92,2,1,1,2.0
387,11001,6.0,Tunjuelito,6,43,2,2,2,2.0
388,11001,12.0,Barrios Unidos,6,13,2,2,2,3.0
389,11001,12.0,Barrios Unidos,6,8,1,2,1,3.0
390,11001,12.0,Barrios Unidos,6,79,1,2,2,3.0
391,11001,2.0,Chapinero,6,66,1,1,2,2.0
392,11001,2.0,Chapinero,6,82,2,1,2,2.0
393,11001,2.0,Chapinero,6,81,2,2,2,2.0
394,11001,5.0,Usme,6,69,1,1,2,2.0
395,11001,1.0,Usaquen,6,67,1,1,2,1.0
396,11001,1.0,Usaquen,6,47,2,1,2,1.0
397,11001,5.0,Usme,6,77,1,2,2,2.0
398,11001,5.0,Usme,6,45,2,1,2,1.0
399,11001,5.0,Usme,6,57,2,2,2,1.0
400,11001,5.0,Usme,6,59,1,2,2,1.0
401,11001,5.0,Usme,6,31,2,2,2,1.0
402,11001,5.0,Usme,6,65,1,1,2,1.0
403,11001,5.0,Usme,6,49,2,2,2,1.0
404,11001,11.0,Suba,6,13,2,1,2,4.0
405,11001,1.0,Usaquen,6,66,1,1,2,2.0
406,11001,5.0,Usme,6,59,1,2,2,1.0
407,11001,5.0,Usme,6,16,2,2,2,1.0
408,11001,1.0,Usaquen,6,97,2,1,2,2.0
409,11001,20.0,Sumapaz,6,8,1,1,2,1.0
410,11001,20.0,Sumapaz,6,20,1,1,2,1.0
411,11001,5.0,Usme,6,76,1,2,2,2.0
412,11001,20.0,Sumapaz,6,78,1,1,2,1.0
413,11001,5.0,Usme,6,78,2,1,1,1.0
414,11001,5.0,Usme,6,24,2,2,2,1.0
415,11001,11.0,Suba,6,21,2,1,2,2.0
416,11001,11.0,Suba,6,10,1,2,2,2.0
417,11001,1.0,Usaquen,6,91,2,1,2,0.0
418,11001,20.0,Sumapaz,6,69,1,2,2,
419,11001,20.0,Sumapaz,6,64,2,2,2,
420,11001,5.0,Usme,6,72,2,2,2,2.0
421,25214,,,6,28,2,2,2,2.0
422,25785,,,6,95,1,2,2,2.0
423,25260,,,6,71,2,2,2,2.0
424,25214,,,1,22,2,2,2,1.0
425,25286,,,6,5,2,2,2,2.0
426,25214,,,6,81,2,2,2,1.0
427,25175,,,6,54,1,1,2,3.0
428,25175,,,6,22,1,2,2,3.0
429,25175,,,1,59,1,2,2,3.0
430,25175,,,6,24,1,2,2,3.0
431,25269,,,6,7,1,2,2,3.0
432,25269,,,6,20,2,2,2,2.0
433,25260,,,6,73,2,2,2,2.0
434,25214,,,6,54,2,1,1,2.0
435,25214,,,6,84,2,1,1,2.0
436,25214,,,1,44,2,1,2,2.0
437,25377,,,6,37,2,2,2,3.0
438,25377,,,6,68,2,2,2,3.0
439,25473,,,6,4,1,1,2,0.0
440,25799,,,6,49,2,2,2,2.0
441,25175,,,6,16,2,2,2,2.0
442,25175,,,6,29,2,2,2,2.0
443,25175,,,6,41,1,2,2,3.0
444,25754,,,6,11,1,2,2,3.0
445,25126,,,6,59,1,2,2,2.0
446,25769,,,6,68,2,2,2,2.0
447,25754,,,6,75,1,1,2,1.0
448,25099,,,6,17,2,1,2,2.0
449,25099,,,6,20,2,2,2,2.0
450,25099,,,6,11,1,2,2,2.0
451,25740,,,6,37,1,2,2,2.0
452,25286,,,6,42,1,2,2,1.0
453,25286,,,6,75,2,1,2,2.0
454,25286,,,6,60,1,1,2,2.0
455,25899,,,6,31,2,2,2,2.0
456,25377,,,6,24,2,1,2,2.0
457,25377,,,6,26,1,1,2,2.0
458,25290,,,6,85,1,1,2,2.0
459,25269,,,6,27,1,2,2,1.0
460,25126,,,6,92,2,2,2,2.0
461,25126,,,6,75,1,2,2,2.0
462,25126,,,6,82,1,2,2,2.0
463,25473,,,6,37,2,2,2,2.0
464,25473,,,6,17,2,2,2,2.0
465,25269,,,6,18,2,1,2,2.0
466,25899,,,6,8,2,2,2,2.0
467,25430,,,6,10,2,2,2,2.0
468,25175,,,6,63,1,2,2,1.0
469,25175,,,6,13,1,2,2,1.0
470,25175,,,6,6,1,1,1,1.0
471,25754,,,6,82,2,1,2,2.0
472,25269,,,6,83,2,2,1,2.0
473,25473,,,6,58,2,2,2,1.0
474,25290,,,6,52,1,1,2,2.0
475,25290,,,6,87,2,2,2,3.0
476,25473,,,6,44,1,2,1,4.0
477,25214,,,6,39,2,2,2,2.0
478,25214,,,6,4,1,2,2,2.0
479,25269,,,6,53,1,2,2,4.0
480,11001,5.0,Usme,6,53,1,1,2,1.0
481,11001,19.0,Ciudad Bolivar,6,40,2,1,1,1.0
482,11001,8.0,Kennedy,6,23,1,2,2,2.0
483,11001,19.0,Ciudad Bolivar,6,77,1,2,2,2.0
484,11001,7.0,Bosa,6,9,1,2,2,2.0
485,11001,8.0,Kennedy,6,19,2,2,2,2.0
